URL_NUM,URL_NAME,NLP_READING_TIME_IN_MINS_212WPM,BSOUP_NUMWORDS,NLP_NUMWORDS,META_YEARS_SINCE_FIRST_PUBLISHED,META_YEARS_SINCE_LAST_MODIFIED,NLP_FIRST_PUBLISHED_DATETIME,META_FIRST_PUBLISHED_DATE,META_LAST_MODIFIED_DATETIME,NLP_KEYWORDS,TITLE_TAG_VALUE,META_DESCRIPTION
url871,https://holycowvegan.net/vegan-mini-shepherds-pies/,3.7,780,785,2.732,1.74,2017-03-11T09:27:49,2017-03-11T09:27:49,2018-03-08T15:07:23,mini - tsp - sweet - shepherds - sheet - vegan - topping - mushrooms - pies - oven - filling - pepper,Vegan Mini Shepherd's Pies | Holy Cow! Vegan Recipes,"These delicious vegan mini shepherd's pies are baked in ramekins for convenience -- and cuteness. Meaty mushrooms, quinoa and veggies go into the filling."
url872,https://holycowvegan.net/vegan-mung-and-rice-pudding-with/,0.6,415,131,6.868,0.915,2013-01-21T22:39:00,2013-01-21T22:39:00,2019-01-03T19:28:39,flavor - kheer - parents - indian - vegan - coconut - holy - cow - recipes - mung - rice - version - saffron,Vegan Mung Rice Kheer - Holy Cow! Vegan Recipes,A vegan Mung Rice Kheer (an Indian style pudding) that's delicious and easy to make and was a family favorite when I was growing up in India.
url873,https://holycowvegan.net/vegan-mushroom-gravy-creamy-rich-and-so-satisfying/,3.5,769,747,1.132,0.044,2018-10-16T09:00:04,2018-10-16T09:00:04,2019-11-17T18:18:25,rich - mashed - tbsp - vegan - potatoes - sauce - mushroom - stock - gravy - creamy - satisfying - cook,"Vegan Mushroom Gravy. Creamy, rich and so satisfying | Holy Cow! Vegan Recipes Easy, tasty vegan recipes","This vegan Mushroom Gravy is thick, creamy and rich. Pour it on mashed potatoes or meatballs or a meatless loaf for Thanksgiving or anytime."
url874,https://holycowvegan.net/vegan-mushroom-pot-pie/,8.3,1717,1770,3.049,0.364,2016-11-15T11:30:30,2016-11-15T11:30:30,2019-07-23T18:08:34,add - pastry - vegan - mushroom - puff - minutes - pie - mushrooms - pot - filling,Vegan Mushroom Pot Pie | Holy Cow! Vegan Recipes,"A savory, bubbling vegan mushroom pot pie with a whole-wheat puff pastry crust and a filling of peas, carrots, two kinds of mushroom, and herbs."
url875,https://holycowvegan.net/vegan-mushroom-rice-casserole/,4.6,997,985,1.164,0.044,2018-10-04T09:00:52,2018-10-04T09:00:52,2019-11-17T18:21:03,casserole - add - dry - vegan - topping - mushroom - minutes - rice - mushrooms - skillet,"Vegan Mushroom Rice Casserole | Holy Cow! Vegan Recipes Easy, tasty vegan recipes","A Vegan Mushroom Rice Casserole. One-pot, delicious, nutritious, and takes 15 minutes to assemble. Weeknight recipe, soy-free recipe, can be gluten-free."
url876,https://holycowvegan.net/vegan-mushroom-stew/,3.4,738,722,2.129,0.192,2017-10-17T08:00:19,2017-10-17T08:00:19,2019-09-24T20:35:02,add - tbsp - vegan - easy - mushroom - minutes - recipe - stock - stew - 30 - mushrooms - pot,"Vegan Mushroom Stew, one pot, 30 minutes | Holy Cow! Vegan Recipes","An easy, savory, flavorful, meaty and piping hot vegan Mushroom Stew. One-pot, 30-minute recipe. Gluten-free and nut-free."
url877,https://holycowvegan.net/vegan-olive-oil-brioche-aquafaba/,5.7,1232,1216,2.6,0.447,2017-04-28T09:00:45,2017-04-28T09:00:45,2019-06-23T15:22:21,dough - vegan - aquafaba - olive - oil - recipe - loaf - brioche - place - bread,Vegan Olive Oil Brioche with Aquafaba | Holy Cow! Vegan Recipes,"In this delicious, tender vegan olive oil brioche, aquafaba stands in for the eggs. The texture is light, feathery, and exactly as a brioche should be."
url878,https://holycowvegan.net/vegan-orange-almond-biscotti/,3.5,1009,743,0.474,0.186,2019-06-13T08:00:41,2019-06-13T08:00:41,2019-09-26T21:17:11,almond - flavor - sugar - juice - good - vegan - recipe - flour - biscotti - orange,Vegan Orange Almond Biscotti | Holy Cow! Vegan Recipes,"Biscotti are twice-baked Italian cookies. These crunchy, delicious Vegan Orange Almond Biscotti are perfect for dunking into a cup of coffee or tea."
url879,https://holycowvegan.net/vegan-orange-cake/,6.4,1353,1366,0.455,0.211,2019-06-20T08:46:00,2019-06-20T08:46:00,2019-09-17T17:51:56,frosting - sugar - juice - ingredients - vegan - buttercream - orange - marmalade - butter - cake,Vegan Orange Cake with Orange Marmalade Buttercream | Holy Cow! Vegan Recipes,"This decadent Vegan Orange Cake with Orange Marmalade Buttercream Frosting is delicious and you can even make it wholegrain! One-bowl, 10-ingredient recipe."
url880,https://holycowvegan.net/vegan-orange-rolls/,4.1,858,866,1.447,1.436,2018-06-23T09:00:04,2018-06-23T09:00:04,2018-06-27T13:39:27,dough - glaze - vegan - g - rise - rolls - 12 - orange - marmalade - cup,Vegan Orange Rolls | Holy Cow! Vegan Recipes,"These Vegan Orange Rolls are soft and fluffy and packed with the flavor of fresh oranges. Vegan, soy-free, nut-free recipe"
url881,https://holycowvegan.net/vegan-paneer-butter-masala/,3.2,1071,686,0.038,0.038,2019-11-19T10:50:12,2019-11-19T10:50:12,2019-11-19T20:24:28,indian - vegan - sauce - masala - tofu - likely - dish - youd - butter - paneer,Vegan Paneer Butter Masala | Holy Cow! Vegan Recipes,No meta description found.
url882,https://holycowvegan.net/vegan-pasta-puttanesca/,4.0,856,848,2.422,0.052,2017-07-02T09:54:00,2017-07-02T09:54:00,2019-11-14T10:59:19,tbsp - ingredients - vegan - sauce - g - recipe - tomatoes - anchovies - puttanesca - pasta,Vegan Pasta Puttanesca - Holy Cow! Vegan Recipes,My Vegan Pasta Puttanesca has two delicious ingredients that substitute perfectly for the anchovies without missing a flavor beat. Can be gluten-free.
url883,https://holycowvegan.net/vegan-pbj-bread-pudding/,3.5,749,746,3.742,2.937,2016-03-07T08:00:10,2016-03-07T08:00:10,2016-12-26T21:44:09,pudding - pbj - custard - vegan - berries - vanilla - dish - oven - butter - bread - cup,Vegan PB&J Bread Pudding | Holy Cow! Vegan Recipes,"A warm, gooey, delicious vegan PB & J Bread Pudding made with wholegrain bread and smothered with a fruit compote, peanut butter, and vanilla custard."
url884,https://holycowvegan.net/vegan-peach-berry-pie/,6.6,1392,1403,1.416,0.011,2018-07-04T10:35:41,2018-07-04T10:35:41,2019-11-29T17:27:23,dough - peach - cut - tsp - vegan - g - berry - crust - pie - plate,"Vegan Peach Berry Pie | Holy Cow! Vegan Recipes Easy, tasty vegan recipes","This Vegan Peach Berry Pie is the perfect dessert. Three kinds of berries and peaches are encased in a golden, vegan crust. A nut-free and soy-free recipe."
url885,https://holycowvegan.net/vegan-peanut-butter-oreo-pie-15-minute-no-bake-recipe/,4.4,930,925,0.096,0.09,2019-10-29T10:06:13,2019-10-29T10:06:13,2019-10-31T09:50:40,food - oreos - vegan - g - oreo - processor - crust - pie - butter - peanut,Vegan Peanut Butter Oreo Pie | Holy Cow! Vegan Recipes,This easy vegan Peanut Butter Oreo Pie comes together in the food processor with six ingredients and takes 15 minutes of hands-on prep time.
url886,https://holycowvegan.net/vegan-pecan-pie-bars-gluten-free-no-corn-syrup/,4.2,903,899,1.016,0.181,2018-11-27T09:00:16,2018-11-27T09:00:16,2019-09-28T14:48:43,corn - pan - sugar - vegan - topping - syrup - bars - pie - glutenfree - baking - dont - pecan,"Vegan Pecan Pie Bars, gluten-free, no corn syrup | Holy Cow! Vegan Recipes","Make my gluten-free and vegan Pecan Pie Bars, then sit back and watch them vanish. But don't forget to eat one. They are soy-free and kid-friendly."
url887,https://holycowvegan.net/vegan-pizza-rolls/,7.1,1497,1508,3.671,0.167,2016-04-02T10:00:28,2016-04-02T10:00:28,2019-10-03T15:43:27,basil - dough - marinara - animals - pizza - vegan - sauce - roll - olive - minutes - rolls,Vegan Pizza Rolls | Holy Cow! Vegan Recipes,"Puffy, golden, delicious vegan Pizza Rolls slathered with a classic marinara and basil pesto. Serve with marinara on the side."
url888,https://holycowvegan.net/vegan-potato-sauerkraut-pancakes/,3.3,722,710,1.249,1.247,2018-09-03T09:00:42,2018-09-03T09:00:42,2018-09-04T09:46:33,add - vegan - potato - sauerkraut - flour - recipe - herbs - latkes - pancakes - chickpea,"Vegan Potato Sauerkraut Pancakes | Holy Cow! Vegan Recipes Easy, tasty vegan recipes","These vegan Potato Sauerkraut Pancakes are a delicious spin on potato latkes. A vegan, soy-free, nut-free recipe, can be gluten-free."
url889,https://holycowvegan.net/vegan-puff-pastry-pizza-kale-pesto-asparagus/,3.7,775,784,2.493,2.485,2017-06-06T09:00:05,2017-06-06T09:00:05,2017-06-09T11:08:08,leaves - pizza - vegan - puff - recipe - tomatoes - pesto - kale - asparagus - pastry,Vegan Puff Pastry Pizza with Kale Pesto and Asparagus | Holy Cow! Vegan Recipes,"This Vegan Puff Pastry Pizza with Kale Pesto and Asparagus is loaded with veggies, including cherry tomatoes, all of it on a crispy, crackly crust."
url890,https://holycowvegan.net/vegan-pumpkin-bread-pudding/,3.9,820,817,1.079,0.595,2018-11-04T09:00:39,2018-11-04T09:00:39,2019-04-30T10:24:36,pudding - tsp - custard - vegan - g - wholegrain - recipe - pumpkin - dont - bread,Vegan Pumpkin Bread Pudding | Holy Cow! Vegan Recipes,"Any time is a good time for this delicious Vegan Pumpkin Bread Pudding made with wholegrain bread. Cinnamon, ginger, nutmeg and cloves add a festive touch."
url891,https://holycowvegan.net/vegan-pumpkin-praline-tart-gluten-free-no-added-fats/,4.3,926,910,2.121,0.37,2017-10-20T08:00:02,2017-10-20T08:00:02,2019-07-21T21:28:36,almond - pan - vegan - fats - processor - pumpkin - praline - tart - crust - glutenfree - ive - added - filling,"Vegan Pumpkin Praline Tart, gluten-free, no added fats | Holy Cow! Vegan Recipes","A divine vegan Pumpkin Praline Tart with an almond flour cookie crust and a pecan praline topping. No added fats, gluten-free and soy-free."
url892,https://holycowvegan.net/vegan-pumpkin-spinach-lasagna/,3.1,1284,651,0.052,0.049,2019-11-14T10:28:25,2019-11-14T10:28:25,2019-11-15T18:17:58,really - vegan - recipe - pumpkin - spinach - lasagna - noodles - need - bechamel - creamed,Vegan Pumpkin Spinach Lasagna | Holy Cow! Vegan Recipes,"In this creamy and nutritious vegan Pumpkin Spinach Lasagna, a creamy pumpkin bechamel sauce is layered between lasagna noodles with vegan creamed spinach."
url893,https://holycowvegan.net/vegan-raspberry-white-chocolate-waffles-whole-wheat/,1.7,585,354,3.69,2.937,2016-03-26T09:00:25,2016-03-26T09:00:25,2016-12-26T20:10:02,ways - raspberry - raspberries - try - vegan - waffles - weekend - white - glutenfree - chocolate,Vegan Raspberry White Chocolate Waffles | Holy Cow! Vegan Recipes,Delicious vegan Raspberry White Chocolate Waffles that are also whole wheat. The chocolate and raspberries add little pockets of sweetness.
url894,https://holycowvegan.net/vegan-rhubarb-bread/,3.3,722,708,1.534,0.926,2018-05-22T09:00:59,2018-05-22T09:00:59,2018-12-30T20:07:20,flavor - pan - vegan - rhubarb - recipe - flour - minutes - recipes - 12 - bread,Vegan Rhubarb Bread | Holy Cow! Vegan Recipes,"This Vegan Rhubarb Bread has the delicate flavor of rhubarb, of course, and it's tender and moist and absolutely delicious. You can also bake this recipe into rhubarb muffins. A vegan, soy-free recipe, can be nut-free and wholegrain."
url895,https://holycowvegan.net/vegan-rhubarb-crisp/,4.1,1222,860,0.504,0.504,2019-06-02T09:35:09,2019-06-02T09:35:09,2019-06-02T16:08:12,crisp - flavor - sugar - vegan - sure - rhubarb - glutenfree - dish - dont - perfect,Vegan Rhubarb Crisp | Holy Cow! Vegan Recipes,"A vegan rhubarb crisp that is easy as pie to make. A gooey, tart rhubarb filling is topped with a golden, delicious, oat and nut crisp. Gluten-free option."
url896,https://holycowvegan.net/vegan-rhubarb-ginger-upside-down-cake/,4.9,1052,1049,0.553,0.337,2019-05-15T09:21:13,2019-05-15T09:21:13,2019-08-02T21:08:11,pan - tsp - sugar - vegan - g - rhubarb - ginger - upside - baking - cake,Vegan Rhubarb Ginger Upside Down Cake | Holy Cow! Vegan Recipes,This vegan Rhubarb Ginger Upside-Down Cake will tickle your tastebuds and appetite with the tangy-sweet rhubarb and spicy-sweet candied ginger.
url897,https://holycowvegan.net/vegan-salted-chocolate-hazelnut-tart/,4.2,883,882,3.112,0.096,2016-10-23T12:00:44,2016-10-23T12:00:44,2019-10-29T20:51:32,pan - hazelnut - vegan - g - shortbread - crust - tart - salted - chocolate - filling - salt,Vegan Salted Chocolate Hazelnut Tart | Holy Cow! Vegan Recipes,"A decadent and easy Vegan Salted Chocolate Hazelnut Tart with a three-ingredient shortbread crust and a silky, four-ingredient filling."
url898,https://holycowvegan.net/vegan-sausage-and-grits-quiche/,3.9,837,830,1.063,0.921,2018-11-10T09:00:42,2018-11-10T09:00:42,2019-01-01T12:33:09,add - vegan - g - leeks - recipe - oven - grits - quiche - skillet - sausage,Vegan Sausage and Grits Quiche | Holy Cow! Vegan Recipes,A Vegan Sausage and Grits Quiche with leeks and spinach in every bite. A delicious take on a southern classic that will become a breakfast/brunch favorite.
url899,https://holycowvegan.net/vegan-sausage-breakfast-lasagna/,4.2,888,881,1.14,0.397,2018-10-13T09:00:37,2018-10-13T09:00:37,2019-07-11T20:08:58,vegan - bechamel - breakfast - sauce - leeks - spinach - noodles - lasagna - scallions - sausage,"Vegan Sausage Breakfast Lasagna | Holy Cow! Vegan Recipes Easy, tasty vegan recipes","A creamy Vegan Sausage Breakfast Lasagna layered with noodles, veggies like spinach, leeks and scallions, and smothered in a bechamel sauce. "
url900,https://holycowvegan.net/vegan-sausage-rolls/,6.0,1231,1274,0.285,0.23,2019-08-21T10:38:23,2019-08-21T10:38:23,2019-09-10T20:54:29,sheets - vegan - roll - school - g - puff - rolls - sage - sausage - pastry,Vegan Sausage Rolls | Holy Cow! Vegan Recipes,"These delicious and easy vegan sausage rolls with golden, flaky puff pastry enclosing a savory, herby filling, come together in minutes. Soy-free, nut-free."
url901,https://holycowvegan.net/vegan-savory-herb-french-toast/,3.6,776,757,2.54,0.384,2017-05-20T09:00:21,2017-05-20T09:00:21,2019-07-16T17:51:18,toast - french - tbsp - vegan - herb - recipe - fresh - savory - dont - bread,Vegan Savory Herb French Toast | Holy Cow! Vegan Recipes,"This delicious Vegan Savory Herb French Toast with fresh herbs like sage and mint makes a welcome change for breakfast. Vegan, soy-free and nut-free recipe."
url902,https://holycowvegan.net/vegan-scalloped-hasselback-potatoes/,4.1,871,868,3.663,0.044,2016-04-05T08:00:27,2016-04-05T08:00:27,2019-11-17T18:50:56,vegan - potatoes - g - bechamel - sauce - recipe - milk - scalloped - hasselback - golden,Vegan Scalloped Hasselback Potatoes | Holy Cow! Vegan Recipes,"A bubbly, golden recipe for Vegan Scalloped Hasselback Potatoes. Paper-thin potato slices are drowned in a sauce flavored with garlic and spring onions."
url903,https://holycowvegan.net/vegan-scrambled-eggs-with-mushrooms-and-spinach/,3.6,1105,754,0.085,0.085,2019-11-02T08:00:53,2019-11-02T08:00:53,2019-11-02T09:58:13,add - vegan - eggs - flour - recipe - spinach - veggies - tofu - mushrooms - chickpea - scrambled,Vegan Scrambled Eggs with Mushrooms and Spinach | Holy Cow! Vegan Recipes,"These soy-free vegan scrambled eggs with mushrooms and spinach are easy, delicious and nutritious, and you can make them in a hurry. Gluten-free recipe."
url904,https://holycowvegan.net/vegan-shortbread-cookies/,6.3,1299,1335,0.186,0.186,2019-09-26T10:39:29,2019-09-26T10:39:29,2019-09-26T10:42:00,cookies - dough - sugar - vegan - shortbread - flour - vanilla - cookie - butter - cake,Vegan Shortbread Cookies | Holy Cow! Vegan Recipes,"Melt-in-the-mouth Vegan Shortbread Cookies that need just four ingredients -- flour, vegan butter, vanilla and sugar. Recipe comes together in minutes."
url905,https://holycowvegan.net/vegan-skillet-apple-pie/,4.8,1013,1016,2.036,0.096,2017-11-20T08:00:55,2017-11-20T08:00:55,2019-10-29T20:50:11,tbsp - vegan - apple - iron - crust - pie - skillet - cast - butter - filling,Vegan Skillet Apple Pie | Holy Cow! Vegan Recipes,"This traditional vegan Skillet Apple Pie has a flaky and tender, and a perfectly sweet and silky filling of velvety apples spiced with cinnamon and ginger."
url906,https://holycowvegan.net/vegan-soul-kitchen-black-eyed-pea/,5.3,1112,1121,10.718,0.452,2009-03-18T18:51:00,2009-03-18T18:51:00,2019-06-21T16:42:15,kitchen - fritters - terry - soul - sweet - tsp - add - vegan - potatoes - roasted - coconut - tbsp - pea - oil - milk - pepper - cup,Vegan Soul Kitchen: Black-Eyed Pea Fritters and Roasted Sweet Potatoes with Coconut Milk | Holy Cow! Vegan Recipes,No meta description found.
url907,https://holycowvegan.net/vegan-sourdough-blueberry-pancakes/,3.0,668,646,1.866,0.384,2018-01-21T13:00:52,2018-01-21T13:00:52,2019-07-16T17:41:50,tsp - sourdough - vegan - g - wheat - recipe - blueberry - syrup - pancakes - maple,Vegan Sourdough Blueberry Pancakes | Holy Cow! Vegan Recipes,"These vegan Sourdough Blueberry Pancakes are crispy and golden at the edges and fluffy and tender inside. They are also whole wheat. A vegan, soy-free recipe."
url908,https://holycowvegan.net/vegan-sourdough-sticky-buns/,5.0,1048,1062,1.151,0.962,2018-10-09T09:50:59,2018-10-09T09:50:59,2018-12-17T22:28:08,sticky - dough - buns - vegan - flour - need - 12 - sourdough - cup - starter,"Vegan Sourdough Sticky Buns | Holy Cow! Vegan Recipes Easy, tasty vegan recipes","These vegan Sourdough Sticky Buns make a delicious breakfast or dessert, gooey, sticky, crusted with caramel-coated pecans. A soy-free recipe."
url909,https://holycowvegan.net/vegan-sourdough-waffles/,5.3,1158,1120,3.222,0.915,2016-09-13T09:00:28,2016-09-13T09:00:28,2019-01-03T13:02:02,cats - vegan - wheat - waffles - cat - birds - recipes - sourdough - outdoor - starter,Vegan Sourdough Waffles | Holy Cow! Vegan Recipes,The best vegan sourdough waffles. These are fluffy and airy on the inside and crisp on the outside. They are also wholegrain.
url910,https://holycowvegan.net/vegan-spice-cookies/,2.8,572,588,5.959,0.929,2013-12-19T00:55:34,2013-12-19T00:55:34,2018-12-29T20:30:27,love - cookies - tsp - dough - vegan - g - spice - cookie - holiday - powdered - baking,Holiday Vegan Spice Cookies - Holy Cow! Vegan Recipes,"A recipe for vegan spice cookies infused with the comforting warmth of cardamom, cinnamon, nutmeg, allspice and cloves. Perfect for the holidays or anytime."
